1789497559.413163	configure	pid=4158 argv=/Users/davidliu/Documents/TradingAgents-AShare/.venv310/lib/python3.10/site-packages/pytest/__main__.py -q -p no:randomly -p dav990_probe tests/test_evidence_relations.py tests/test_evidence_summary.py tests/test_evidence_verifier_fairness.py tests/test_expectation_revision_contract.py tests/test_financial_announce_cutoff.py tests/test_financial_as_of.py tests/test_financial_period_compliance.py tests/test_financial_period_kind.py tests/test_frozen_trade_date_isolation.py tests/test_fund_flow_dispute_tie.py tests/test_fund_flow_evidence.py tests/test_fund_flow_lg_credibility.py tests/test_fund_flow_scale_collector.py tests/test_fund_flow_scale_consumption.py tests/test_fund_flow_scale_metrics.py tests/test_fundamentals_analyst.py tests/test_game_theory_integration.py::test_rt7_single_and_dual_horizon_isolation
1789497562.180192	START	tests/test_evidence_relations.py::test_reject_contradictory_relations_supports_and_refutes
1789497562.180834	FINISH	tests/test_evidence_relations.py::test_reject_contradictory_relations_supports_and_refutes
1789497562.180964	START	tests/test_evidence_relations.py::test_reject_cyclic_derived_observation
1789497562.181719	FINISH	tests/test_evidence_relations.py::test_reject_cyclic_derived_observation
1789497562.181840	START	tests/test_evidence_relations.py::test_reject_lookahead_violation_future_evidence
1789497562.182432	FINISH	tests/test_evidence_relations.py::test_reject_lookahead_violation_future_evidence
1789497562.182550	START	tests/test_evidence_relations.py::test_reject_unhashed_content_for_canonical_derivation
1789497562.183336	FINISH	tests/test_evidence_relations.py::test_reject_unhashed_content_for_canonical_derivation
1789497562.183468	START	tests/test_evidence_relations.py::test_strictly_forbid_collateral_canonical_event_id
1789497562.184150	FINISH	tests/test_evidence_relations.py::test_strictly_forbid_collateral_canonical_event_id
1789497562.184392	START	tests/test_evidence_relations.py::test_reject_auto_inference_from_similarity_or_verifier_status_or_soft_collateral
1789497562.185047	FINISH	tests/test_evidence_relations.py::test_reject_auto_inference_from_similarity_or_verifier_status_or_soft_collateral
1789497562.185166	START	tests/test_evidence_relations.py::test_reject_empty_or_non_string_endpoint_ids
1789497562.186491	FINISH	tests/test_evidence_relations.py::test_reject_empty_or_non_string_endpoint_ids
1789497562.186669	START	tests/test_evidence_relations.py::test_reject_unknown_relation_type_and_no_silent_upgrade
1789497562.187554	FINISH	tests/test_evidence_relations.py::test_reject_unknown_relation_type_and_no_silent_upgrade
1789497562.187677	START	tests/test_evidence_relations.py::test_metadata_deep_freeze_and_immutability
1789497562.188602	FINISH	tests/test_evidence_relations.py::test_metadata_deep_freeze_and_immutability
1789497562.188726	START	tests/test_evidence_relations.py::test_reject_metadata_nan_and_inf
1789497562.189395	FINISH	tests/test_evidence_relations.py::test_reject_metadata_nan_and_inf
1789497562.189527	START	tests/test_evidence_relations.py::test_canonical_source_repetition_builder_edge_cases
1789497562.190378	FINISH	tests/test_evidence_relations.py::test_canonical_source_repetition_builder_edge_cases
1789497562.190523	START	tests/test_evidence_relations.py::test_malformed_and_missing_and_future_dates_fail_closed
1789497562.191257	FINISH	tests/test_evidence_relations.py::test_malformed_and_missing_and_future_dates_fail_closed
1789497562.191380	START	tests/test_evidence_relations.py::test_duplicate_edge_deterministic_first_seen_metadata
1789497562.191975	FINISH	tests/test_evidence_relations.py::test_duplicate_edge_deterministic_first_seen_metadata
1789497562.192096	START	tests/test_evidence_relations.py::test_relation_is_unhashable_and_cannot_be_in_set
1789497562.192905	FINISH	tests/test_evidence_relations.py::test_relation_is_unhashable_and_cannot_be_in_set
1789497562.193051	START	tests/test_evidence_relations.py::test_frozen_metadata_can_be_reused_to_construct_new_relation
1789497562.193920	FINISH	tests/test_evidence_relations.py::test_frozen_metadata_can_be_reused_to_construct_new_relation
1789497562.194061	START	tests/test_evidence_relations.py::test_json_safety_rejections_survive_thaw_normalization
1789497562.194765	FINISH	tests/test_evidence_relations.py::test_json_safety_rejections_survive_thaw_normalization
1789497562.194888	START	tests/test_evidence_relations.py::test_datetime_baseline_fails_closed_not_raises
1789497562.195981	FINISH	tests/test_evidence_relations.py::test_datetime_baseline_fails_closed_not_raises
1789497562.196127	START	tests/test_evidence_relations.py::test_present_but_empty_timestamp_fails_closed_not_substituted
1789497562.196729	FINISH	tests/test_evidence_relations.py::test_present_but_empty_timestamp_fails_closed_not_substituted
1789497562.196995	START	tests/test_evidence_relations.py::test_timestamp_field_priority_and_semantics_are_explicit
1789497562.197670	FINISH	tests/test_evidence_relations.py::test_timestamp_field_priority_and_semantics_are_explicit
1789497562.197794	START	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad_input0]
1789497562.198617	FINISH	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad_input0]
1789497562.198757	START	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad]
1789497562.199394	FINISH	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad]
1789497562.199641	START	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[123]
1789497562.200291	FINISH	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[123]
1789497562.200433	START	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[True]
1789497562.201266	FINISH	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[True]
1789497562.201402	START	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[False]
1789497562.202007	FINISH	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[False]
1789497562.202133	START	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad_input5]
1789497562.202879	FINISH	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad_input5]
1789497562.203046	START	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad_input6]
1789497562.203807	FINISH	tests/test_evidence_relations.py::test_from_dict_non_mapping_top_level_raises_type_error[bad_input6]
1789497562.203947	START	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[None]
1789497562.204655	FINISH	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[None]
1789497562.204789	START	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping1]
1789497562.205543	FINISH	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping1]
1789497562.205668	START	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping2]
1789497562.206271	FINISH	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping2]
1789497562.206858	START	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping3]
1789497562.207477	FINISH	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping3]
1789497562.207617	START	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping4]
1789497562.208454	FINISH	tests/test_evidence_relations.py::test_from_dict_empty_or_none_mapping_preserves_empty_graph[empty_mapping4]
1789497562.208587	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08junk]
1789497562.209223	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08junk]
1789497562.209468	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08T99:99:99]
1789497562.210121	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08T99:99:99]
1789497562.210243	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-99-99]
1789497562.211000	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-99-99]
1789497562.211141	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08 99:99:99]
1789497562.211865	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08 99:99:99]
1789497562.211985	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08T]
1789497562.212752	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08T]
1789497562.212893	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08-extra]
1789497562.213669	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[2026-09-08-extra]
1789497562.213805	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[invalid]
1789497562.214453	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[invalid]
1789497562.214585	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[]
1789497562.215418	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[]
1789497562.215545	START	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[   ]
1789497562.216272	FINISH	tests/test_evidence_relations.py::test_malformed_timestamp_strings_fail_closed_symmetrically[   ]
1789497562.216404	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08-expected_date0]
1789497562.217100	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08-expected_date0]
1789497562.217223	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56-expected_date1]
1789497562.218048	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56-expected_date1]
1789497562.218176	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56Z-expected_date2]
1789497562.219060	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56Z-expected_date2]
1789497562.219203	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56+00:00-expected_date3]
1789497562.219875	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56+00:00-expected_date3]
1789497562.220015	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56+08:00-expected_date4]
1789497562.220821	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56+08:00-expected_date4]
1789497562.220945	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08 12:34:56-expected_date5]
1789497562.222063	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08 12:34:56-expected_date5]
1789497562.222202	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08 12:34:56.123456-expected_date6]
1789497562.222956	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08 12:34:56.123456-expected_date6]
1789497562.223095	START	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56.123456Z-expected_date7]
1789497562.223918	FINISH	tests/test_evidence_relations.py::test_valid_iso_date_and_datetime_strings_accepted_symmetrically[2026-09-08T12:34:56.123456Z-expected_date7]
1789497562.224048	START	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types0]
1789497562.224815	FINISH	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types0]
1789497562.224961	START	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types1]
1789497562.225603	FINISH	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types1]
1789497562.225743	START	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types2]
1789497562.226577	FINISH	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types2]
1789497562.226698	START	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types3]
1789497562.227320	FINISH	tests/test_evidence_relations.py::test_detect_relation_cycles_empty_target_types_detects_zero_cycles[empty_target_types3]
1789497562.227578	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>0]
1789497562.228275	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>0]
1789497562.228396	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>1]
1789497562.229221	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>1]
1789497562.229378	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>2]
1789497562.230529	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>2]
1789497562.230649	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>3]
1789497562.231319	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>3]
1789497562.231433	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>4]
1789497562.232582	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>4]
1789497562.232706	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>5]
1789497562.233536	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_supports_list_and_tuple_nested_mappingproxy[<lambda>5]
1789497562.233659	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta0-ValueError]
1789497562.234401	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta0-ValueError]
1789497562.234980	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta1-ValueError]
1789497562.235678	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta1-ValueError]
1789497562.235813	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta2-ValueError]
1789497562.236623	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta2-ValueError]
1789497562.236761	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta3-ValueError]
1789497562.237431	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta3-ValueError]
1789497562.237547	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta4-TypeError]
1789497562.238394	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta4-TypeError]
1789497562.238520	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta5-TypeError]
1789497562.239344	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta5-TypeError]
1789497562.239475	START	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta6-TypeError]
1789497562.240137	FINISH	tests/test_evidence_relations.py::test_deep_thaw_mapping_still_rejects_nan_inf_and_unserializable[bad_nested_meta6-TypeError]
1789497562.240253	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id0]
1789497562.240990	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id0]
1789497562.241123	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id1]
1789497562.241943	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[malformed_id1]
1789497562.242062	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[True]
1789497562.242665	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[True]
1789497562.242797	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[False]
1789497562.243592	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[False]
1789497562.243733	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[12345]
1789497562.244342	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[12345]
1789497562.244610	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[3.14159]
1789497562.245299	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_rejects_non_string_ids[3.14159]
1789497562.245437	START	tests/test_evidence_relations.py::test_build_canonical_source_repetition_valid_strings_behavior_preserved
1789497562.246159	FINISH	tests/test_evidence_relations.py::test_build_canonical_source_repetition_valid_strings_behavior_preserved
1789497562.246319	START	tests/test_evidence_summary.py::test_empty_report_returns_empty_string
1789497562.246881	FINISH	tests/test_evidence_summary.py::test_empty_report_returns_empty_string
1789497562.247022	START	tests/test_evidence_summary.py::test_direction_extracted_from_verdict_block
1789497562.247818	FINISH	tests/test_evidence_summary.py::test_direction_extracted_from_verdict_block
1789497562.247945	START	tests/test_evidence_summary.py::test_direction_missing_when_no_verdict
1789497562.249127	FINISH	tests/test_evidence_summary.py::test_direction_missing_when_no_verdict
1789497562.249267	START	tests/test_evidence_summary.py::test_strip_machine_blocks_removes_protocol_blocks
1789497562.250444	FINISH	tests/test_evidence_summary.py::test_strip_machine_blocks_removes_protocol_blocks
1789497562.250564	START	tests/test_evidence_summary.py::test_summary_keeps_numbers_and_drops_boilerplate
1789497562.251205	FINISH	tests/test_evidence_summary.py::test_summary_keeps_numbers_and_drops_boilerplate
1789497562.251327	START	tests/test_evidence_summary.py::test_markdown_table_rows_are_flattened
1789497562.252099	FINISH	tests/test_evidence_summary.py::test_markdown_table_rows_are_flattened
1789497562.252226	START	tests/test_evidence_summary.py::test_summary_respects_char_cap
1789497562.253085	FINISH	tests/test_evidence_summary.py::test_summary_respects_char_cap
1789497562.253227	START	tests/test_evidence_summary.py::test_fallback_excerpt_for_numberless_report
1789497562.253855	FINISH	tests/test_evidence_summary.py::test_fallback_excerpt_for_numberless_report
1789497562.253977	START	tests/test_evidence_summary.py::test_duplicate_lines_deduped
1789497562.255079	FINISH	tests/test_evidence_summary.py::test_duplicate_lines_deduped
1789497562.255201	START	tests/test_evidence_summary.py::test_seven_source_summary_fixed_order_and_labels
1789497562.256234	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_fixed_order_and_labels
1789497562.256357	START	tests/test_evidence_summary.py::test_seven_source_summary_individual_hard_caps
1789497562.258134	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_individual_hard_caps
1789497562.258280	START	tests/test_evidence_summary.py::test_seven_source_summary_total_hard_cap_2400
1789497562.260337	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_total_hard_cap_2400
1789497562.260472	START	tests/test_evidence_summary.py::test_seven_source_summary_deterministic_and_no_llm
1789497562.263086	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_deterministic_and_no_llm
1789497562.263208	START	tests/test_evidence_summary.py::test_seven_source_summary_machine_blocks_stripped
1789497562.264037	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_machine_blocks_stripped
1789497562.264178	START	tests/test_evidence_summary.py::test_seven_source_summary_preserves_numbers_zeros_negatives_percentages_dates
1789497562.265026	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_preserves_numbers_zeros_negatives_percentages_dates
1789497562.265152	START	tests/test_evidence_summary.py::test_seven_source_summary_missing_and_failed_sources
1789497562.265838	FINISH	tests/test_evidence_summary.py::test_seven_source_summary_missing_and_failed_sources
1789497562.265974	START	tests/test_evidence_summary.py::test_seven_source_bundle_and_summary_consistency
1789497562.267301	FINISH	tests/test_evidence_summary.py::test_seven_source_bundle_and_summary_consistency
1789497562.267458	START	tests/test_evidence_verifier_fairness.py::test_golden_dataset_exists_and_valid
1789497562.382886	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_dataset_exists_and_valid
1789497562.384665	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-001_000333_INV-4]
1789497562.454571	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-001_000333_INV-4]
1789497562.454777	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-002_000333_INV-4]
1789497562.508470	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-002_000333_INV-4]
1789497562.508640	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-003_000333_INV-5]
1789497562.553478	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-003_000333_INV-5]
1789497562.553624	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-004_000333_INV-6]
1789497562.623057	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-004_000333_INV-6]
1789497562.623349	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-005_000333_INV-7]
1789497562.668979	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-005_000333_INV-7]
1789497562.669135	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-006_000333_INV-7]
1789497562.717801	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-006_000333_INV-7]
1789497562.717936	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-007_000333_INV-8]
1789497562.770882	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-007_000333_INV-8]
1789497562.771041	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-008_000333_INV-11]
1789497562.816350	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-008_000333_INV-11]
1789497562.816948	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-009_000333_INV-12]
1789497562.869009	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-009_000333_INV-12]
1789497562.869151	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-010_600900_INV-4]
1789497562.879222	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-010_600900_INV-4]
1789497562.879369	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-011_600900_INV-10]
1789497562.882593	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-011_600900_INV-10]
1789497562.882741	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-012_600276_INV-1]
1789497562.925639	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-012_600276_INV-1]
1789497562.925793	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-013_600276_INV-5]
1789497562.962948	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-013_600276_INV-5]
1789497562.963095	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-014_600276_INV-7]
1789497563.007266	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-014_600276_INV-7]
1789497563.007468	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-015_600276_INV-9]
1789497563.065818	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-015_600276_INV-9]
1789497563.065965	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-016_600276_NEG-1]
1789497563.127902	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-016_600276_NEG-1]
1789497563.128055	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-017_000333_NEG-2]
1789497563.192278	FINISH	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-017_000333_NEG-2]
1789497563.192426	START	tests/test_evidence_verifier_fairness.py::test_golden_evidence_sentence_verdicts[CASE-018_000333_NEG-3]
